name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
kanpur,2022-03-14,33.5,18,25.3,34,18,25.7,17.9,66.9,0,0,0,,0,0,18.4,13,274.9,1009.7,0,4,246.9,21.3,9,10,2022-03-14T06:19:25,2022-03-14T18:16:52,0.37,Clear,Clear conditions throughout the day.,clear-day,"42367099999,42369099999,VILK,42469099999"
kanpur,2022-03-15,33.6,19.7,26.2,37.5,19.7,27.8,20.6,73.1,0,0,0,,0,0,28.8,13,300.2,1006.7,0.9,3.7,246.3,21.1,9,10,2022-03-15T06:18:21,2022-03-15T18:17:22,0.4,Clear,Clear conditions throughout the day.,clear-day,"42367099999,42369099999,VILK,42469099999"
kanpur,2022-03-16,33.6,20,26.8,39.3,20,29.2,22.2,78,0,0,0,,0,0,28.4,16.6,292.6,1004.6,10,3.4,250.4,21.7,9,10,2022-03-16T06:17:17,2022-03-16T18:17:52,0.43,Clear,Clear conditions throughout the day.,clear-day,"42367099999,42369099999,VILK,42469099999"
kanpur,2022-03-17,34,21.8,27.8,40.6,21.8,30.6,22,73.3,0,0,0,,0,0,10.8,14.8,98.9,1005.5,23.3,3.8,248.4,21.7,9,10,2022-03-17T06:16:13,2022-03-17T18:18:22,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42367099999,42369099999,VILK,remote,42469099999"
kanpur,2022-03-18,35.4,22,28.5,38.6,22,30.3,20.2,63.5,0,0,0,,0,0,17.6,11.5,74.6,1006.7,14.6,4.8,251.5,21.7,9,10,2022-03-18T06:15:08,2022-03-18T18:18:52,0.5,Clear,Clear conditions throughout the day.,clear-day,"42367099999,42369099999,VILK,remote,42469099999"
kanpur,2022-03-19,36.1,22,28.8,40.6,22,31.5,22.2,70,0,0,0,,0,0,20.9,9.4,318.3,1004.8,1.2,3.6,253.3,21.7,9,10,2022-03-19T06:14:03,2022-03-19T18:19:22,0.53,Clear,Clear conditions throughout the day.,clear-day,"42367099999,42369099999,VILK,42469099999"
kanpur,2022-03-20,36.1,21,28.6,41.9,21,31,21.3,68.4,0,0,0,,0,0,20.9,11.2,268.3,1003.9,1,4.6,254.8,21.9,9,10,2022-03-20T06:12:59,2022-03-20T18:19:51,0.57,Clear,Clear conditions throughout the day.,clear-day,"42367099999,42369099999,VILK,remote,42469099999"
kanpur,2022-03-21,38.5,21.5,29.5,40.5,21.5,30.1,16.8,52.9,0,0,0,,0,0,27,15.1,271.9,1004.8,15.6,5.6,260.1,22.4,9,10,2022-03-21T06:11:54,2022-03-21T18:20:21,0.61,Clear,Clear conditions throughout the day.,clear-day,"42367099999,42369099999,VILK,remote,42469099999"
kanpur,2022-03-22,37.1,22,28.7,36.4,22,28.3,13.2,46.6,0,0,0,,0,0,29.2,27.7,299.5,1005.8,0.2,5.8,261.2,22.5,9,10,2022-03-22T06:10:49,2022-03-22T18:20:50,0.64,Clear,Clear conditions throughout the day.,clear-day,"42367099999,42369099999,VILK,remote,42469099999"
kanpur,2022-03-23,35.5,19,26.8,36.3,19,26.8,15.5,53.4,0,0,0,,0,0,33.5,18.4,279.7,1006.3,0.9,4.1,284,24.4,10,10,2022-03-23T06:09:44,2022-03-23T18:21:19,0.68,Clear,Clear conditions throughout the day.,clear-day,"42367099999,42369099999,VILK,42469099999"
kanpur,2022-03-24,35.8,20,28,36.9,20,28.6,16.5,53.8,0,0,0,,0,0,37.8,13,257.4,1004.9,19.2,4.8,262.3,22.6,9,10,2022-03-24T06:08:39,2022-03-24T18:21:48,0.71,Clear,Clear conditions throughout the day.,clear-day,"42367099999,42369099999,VILK,remote,42469099999"
kanpur,2022-03-25,36.4,22,28.6,34.8,22,28,13.1,44.8,0,0,0,,0,0,36.4,21.4,311.2,1005,0.6,5.7,281.3,24.2,9,10,2022-03-25T06:07:33,2022-03-25T18:22:17,0.75,Clear,Clear conditions throughout the day.,clear-day,"42367099999,42369099999,VILK,remote,42469099999"
kanpur,2022-03-26,36,20,27.7,34,20,27.2,13.1,44.8,0,0,0,,0,0,44.6,25.9,293,1007,0,4,287.5,24.7,10,10,2022-03-26T06:06:28,2022-03-26T18:22:46,0.79,Clear,Clear conditions throughout the day.,clear-day,"42367099999,42369099999,VILK,42469099999"
kanpur,2022-03-27,39,21,28.3,35.5,21,27.9,12.4,42,0,0,0,,0,0,40,25.9,274.4,1007.8,0.4,4.9,290.3,25.1,10,10,2022-03-27T06:05:23,2022-03-27T18:23:15,0.82,Clear,Clear conditions throughout the day.,clear-day,"42367099999,42369099999,VILK,remote,42469099999"
kanpur,2022-03-28,38.4,20.5,28.4,36.4,20.5,27.9,13.3,44.3,0,0,0,,0,0,22.3,20.5,278.6,1006.6,0,4,291,25.2,10,10,2022-03-28T06:04:18,2022-03-28T18:23:44,0.86,Clear,Clear conditions throughout the day.,clear-day,"42367099999,42369099999,VILK,42469099999"
kanpur,2022-03-29,39.3,20,29.4,37.6,20,28.7,11.9,39.2,0,0,0,,0,0,23.4,20.5,320.7,1004.6,0.8,4.9,291.2,25.1,10,10,2022-03-29T06:03:13,2022-03-29T18:24:12,0.89,Clear,Clear conditions throughout the day.,clear-day,"42367099999,42369099999,VILK,remote,42469099999"
kanpur,2022-03-30,38,21,29.1,43.4,21,30.6,17.2,52.1,0,0,0,,0,0,17.6,7.9,27,1005.3,0.4,4.1,291.7,25.2,10,10,2022-03-30T06:02:09,2022-03-30T18:24:41,0.93,Clear,Clear conditions throughout the day.,clear-day,"42367099999,42369099999,VILK,remote,42469099999"
kanpur,2022-03-31,38,24,30.9,42.7,24,33.4,21.5,60.9,0,0,0,,0,0,18,7.6,102.9,1005.6,4.2,3.4,288.3,24.7,9,10,2022-03-31T06:01:04,2022-03-31T18:25:10,0.96,Clear,Clear conditions throughout the day.,clear-day,"42367099999,42369099999,VILK,42469099999"
kanpur,2022-04-01,39.1,24,31,41.9,24,32,19.4,55.3,0,0,0,,0,0,22.3,11.2,312.1,1004.9,0,3.8,294.7,25.5,10,10,2022-04-01T06:00:00,2022-04-01T18:25:39,0,Clear,Clear conditions throughout the day.,clear-day,"42367099999,42369099999,VILK,42469099999"
kanpur,2022-04-02,40.6,20,28.9,36.6,20,28.5,13.9,46.6,0,0,0,,0,0,23.4,17.3,316.9,1007.7,0,5,303.5,26.3,10,10,2022-04-02T05:58:56,2022-04-02T18:26:07,0.03,Clear,Clear conditions throughout the day.,clear-day,"42367099999,42369099999,VILK,remote,42469099999"
kanpur,2022-04-03,39,20,29.5,38.6,20,29,14.3,46.1,0,0,0,,0,0,25.2,11.2,268.6,1006.7,0.3,4.3,301.1,26,10,10,2022-04-03T05:57:52,2022-04-03T18:26:36,0.06,Clear,Clear conditions throughout the day.,clear-day,"42367099999,42369099999,VILK,42469099999"
kanpur,2022-04-04,40.3,19,30.2,39.4,19,29.3,10.7,35.1,0,0,0,,0,0,28.8,25.9,282.4,1006,0,4.4,307.7,26.6,10,10,2022-04-04T05:56:48,2022-04-04T18:27:05,0.1,Clear,Clear conditions throughout the day.,clear-day,"42367099999,42369099999,VILK,42469099999"
kanpur,2022-04-05,40,22,30.4,40.6,22,29.6,10.5,33.8,0,0,0,,0,0,25.2,14.8,290,1008.8,8,5,307.8,26.6,10,10,2022-04-05T05:55:44,2022-04-05T18:27:34,0.13,Clear,Clear conditions throughout the day.,clear-day,"42367099999,42369099999,VILK,remote,42469099999"
kanpur,2022-04-06,39.5,21,30.6,37.6,21,29.7,10.1,32.6,0,0,0,,0,0,27,24.1,301.1,1009,1.3,5.1,305.8,26.4,10,10,2022-04-06T05:54:41,2022-04-06T18:28:03,0.16,Clear,Clear conditions throughout the day.,clear-day,"42367099999,42369099999,VILK,remote,42469099999"
kanpur,2022-04-07,40,20.1,30.1,39,20.1,29.4,12.2,38.1,0,0,0,,0,0,25.2,16.6,311.2,1008.3,4.9,4,310.2,26.9,10,10,2022-04-07T05:53:39,2022-04-07T18:28:32,0.19,Clear,Clear conditions throughout the day.,clear-day,"42367099999,42369099999,VILK,42469099999"
kanpur,2022-04-08,41,22,30.7,39.7,22,30,12.5,36.7,0,0,0,,0,0,28.8,14.8,319.6,1006,0,4.1,307.1,26.7,10,10,2022-04-08T05:52:36,2022-04-08T18:29:01,0.23,Clear,Clear conditions throughout the day.,clear-day,"42367099999,42369099999,VILK,42469099999"
kanpur,2022-04-09,41,21.8,30.9,43.1,21.8,31.1,15.1,40.9,0,0,0,,0,0,32,9.4,45.2,1004.1,0,4.1,307.1,26.6,10,10,2022-04-09T05:51:34,2022-04-09T18:29:30,0.25,Clear,Clear conditions throughout the day.,clear-day,"42367099999,42369099999,VILK,42469099999"
kanpur,2022-04-10,39.1,24.8,30.7,44.5,24.8,33.9,19.9,55.7,0,0,0,,0,0,26.3,9.4,76.8,1003.3,0.1,4.8,307.2,26.7,10,10,2022-04-10T05:50:33,2022-04-10T18:29:59,0.29,Clear,Clear conditions throughout the day.,clear-day,"42367099999,42369099999,VILK,remote,42469099999"
kanpur,2022-04-11,41,24,31.5,43,24,33.4,20.5,58.5,0,0,0,,0,0,25.2,18.4,341.1,1003.1,3.1,4,314.3,27.3,10,10,2022-04-11T05:49:31,2022-04-11T18:30:28,0.32,Clear,Clear conditions throughout the day.,clear-day,"42367099999,42369099999,VILK,42469099999"
kanpur,2022-04-12,38.1,25.2,31.2,47.6,25.2,37,24.3,67.8,0,0,0,,0,0,21.6,16.6,84.5,1003.4,35.4,3.9,278.8,24.2,9,10,2022-04-12T05:48:31,2022-04-12T18:30:58,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42367099999,42369099999,VILK,42469099999"
kanpur,2022-04-13,40.7,27,32.4,44.5,29.9,36.9,21.9,59.9,0,0,0,,0,0,28.1,11.2,82.9,1002.5,51.9,5.6,286.7,24.7,9,10,2022-04-13T05:47:31,2022-04-13T18:31:28,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42367099999,42369099999,VILK,remote,42469099999"
kanpur,2022-04-14,40,25,32.1,42.3,25,32.7,15.8,39.6,0,0,0,,0,0,47.2,22.3,280.2,1001.3,10.6,4.1,304,26.2,10,10,2022-04-14T05:46:31,2022-04-14T18:31:57,0.42,Clear,Clear conditions throughout the day.,clear-day,"42367099999,42369099999,VILK,42469099999"
kanpur,2022-04-15,39.5,27,32.5,40.7,27.3,32.4,13.8,34.9,0,0,0,,0,0,29.9,16.6,321.5,1002,34.1,5.1,302.2,26.1,10,10,2022-04-15T05:45:32,2022-04-15T18:32:27,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42367099999,42369099999,VILK,remote,42469099999"
kanpur,2022-04-16,40.3,29.2,34.4,39.5,29.4,33.8,13.6,29.9,0,0,0,,0,0,24.5,14.8,298,1001.2,38.9,4.2,301.2,26,10,10,2022-04-16T05:44:33,2022-04-16T18:32:57,0.48,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"42367099999,42369099999,VILK,42469099999"
kanpur,2022-04-17,41.7,23,32.9,39.8,23,32,11.8,35,0,0,0,,0,0,29.2,20.5,298.7,1002.2,0,6.6,315.1,27.1,10,10,2022-04-17T05:43:35,2022-04-17T18:33:27,0.5,Clear,Clear conditions throughout the day.,clear-day,"42369099999,VILK,remote,42469099999"
kanpur,2022-04-18,43,23,32.9,41.8,23,32.7,14.4,37,0,0,0,,0,0,23,14.8,270.6,1003.9,0.4,4.3,310.4,26.9,10,10,2022-04-18T05:42:38,2022-04-18T18:33:57,0.55,Clear,Clear conditions throughout the day.,clear-day,"42369099999,VILK,42469099999"
kanpur,2022-04-19,41,25,32.7,42.9,25,33.8,17.6,43.8,0,0,0,,0,0,26.6,13,345.2,1005.1,0,4.8,309.8,26.9,10,10,2022-04-19T05:41:41,2022-04-19T18:34:28,0.59,Clear,Clear conditions throughout the day.,clear-day,"42369099999,VILK,remote,42469099999"
kanpur,2022-04-20,42,26,34.2,41.6,26,34,14.1,32.7,0,0,0,,0,0,34.6,24.1,298.9,1003.8,7.7,5.7,307.8,26.6,10,10,2022-04-20T05:40:45,2022-04-20T18:34:58,0.62,Clear,Clear conditions throughout the day.,clear-day,"42369099999,VILK,remote,42469099999"
kanpur,2022-04-21,36.5,25,31.1,43.6,25,34.1,21.4,58.1,0,0,0,,0,0,41,18.4,56.7,1005.6,30.7,4.3,291.4,25,10,10,2022-04-21T05:39:49,2022-04-21T18:35:29,0.66,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"42369099999,VILK,42469099999"
kanpur,2022-04-22,40.2,25.7,32.4,38.9,25.7,32.3,15,36.9,0,0,0,,0,0,22,18.4,308.4,1006.4,20.4,5.9,305.6,26.4,10,10,2022-04-22T05:38:55,2022-04-22T18:36:00,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42369099999,VILK,remote,42469099999"
kanpur,2022-04-23,40.5,25.7,32.6,38.6,25.7,31.8,12.7,33.3,0,0,0,,0,0,31.3,25.9,296,1005.9,0,4.4,310.9,26.9,10,10,2022-04-23T05:38:01,2022-04-23T18:36:31,0.75,Clear,Clear conditions throughout the day.,clear-day,"42369099999,VILK"
kanpur,2022-04-24,40.6,24.3,32.4,38.8,24.3,31.6,11.2,29.2,0,0,0,,0,0,44.6,35.3,280.4,1003.9,0,4.9,316.3,27.3,10,10,2022-04-24T05:37:08,2022-04-24T18:37:02,0.77,Clear,Clear conditions throughout the day.,clear-day,"42369099999,VILK,remote"
kanpur,2022-04-25,41,25,32.9,40.5,25,32.5,13.3,32.6,0,0,0,,0,0,40.3,20.5,278.8,1003.1,0,4.2,316.2,27.1,10,10,2022-04-25T05:36:15,2022-04-25T18:37:33,0.8,Clear,Clear conditions throughout the day.,clear-day,"42369099999,VILK,42469099999"
kanpur,2022-04-26,43,26.8,32.8,42,27.1,32.5,14,34.8,0,0,0,,0,0,27.4,18.7,300.1,1003.9,15.3,4.6,313.4,27.1,10,10,2022-04-26T05:35:24,2022-04-26T18:38:04,0.84,Clear,Clear conditions throughout the day.,clear-day,"42367099999,42369099999,VILK,remote,42469099999"
kanpur,2022-04-27,42.4,25.7,33.4,43.2,25.7,33.3,14.4,34.5,0,0,0,,0,0,28.1,22.3,306.1,1003.2,0,4.2,318.7,27.5,10,10,2022-04-27T05:34:33,2022-04-27T18:38:36,0.87,Clear,Clear conditions throughout the day.,clear-day,"42369099999,VILK,42469099999"
kanpur,2022-04-28,42.5,24,33,42.8,24,33.1,15,36.7,0,0,0,,0,0,27.7,13,278.1,1003.9,0,4.1,319.2,27.6,10,10,2022-04-28T05:33:43,2022-04-28T18:39:08,0.91,Clear,Clear conditions throughout the day.,clear-day,"42369099999,VILK,42469099999"
kanpur,2022-04-29,44,26,34.2,44,26,34.9,16.7,39.5,0,0,0,,0,0,27.7,9.4,287.2,1002.5,3.6,4.1,318.7,27.4,10,10,2022-04-29T05:32:54,2022-04-29T18:39:40,0.94,Clear,Clear conditions throughout the day.,clear-day,"42369099999,VILK,42469099999"
kanpur,2022-04-30,40,26.9,33.4,47.3,27.7,37.2,20.1,47.2,0,0,0,,0,0,18,22.3,87.3,1000.6,10.7,4.7,316.5,27.4,10,10,2022-04-30T05:32:06,2022-04-30T18:40:12,0.98,Clear,Clear conditions throughout the day.,clear-day,"42369099999,VILK,remote,42469099999"
kanpur,2022-05-01,35.3,25,30.6,40.6,25,34.1,22.4,62.5,0,0,0,,0,0,51.5,20.5,89.2,1001.6,19.9,4.2,312.5,27.1,10,30,2022-05-01T05:31:19,2022-05-01T18:40:44,0,Clear,Clear conditions throughout the day.,clear-day,"42369099999,VILK,42469099999"
kanpur,2022-05-02,36.9,27,31.2,44.9,29.4,36.7,23.8,65.7,0,0,0,,0,0,47.5,20.5,87,1001.6,45.3,4.2,310.4,26.9,10,30,2022-05-02T05:30:32,2022-05-02T18:41:16,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42369099999,VILK,42469099999"
kanpur,2022-05-03,39.2,26,31.4,51,26,36.2,22.9,61.3,0,0,0,,0,0,46.4,19.4,88.5,1002.8,21.6,5.9,311,27,10,30,2022-05-03T05:29:47,2022-05-03T18:41:48,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42367099999,42369099999,VILK,remote,42469099999"
kanpur,2022-05-04,36.1,27,31.4,44.7,29.3,36.6,23.4,63.4,0,0,0,,0,0,39.2,16.6,83.3,1005.2,29.3,4.3,297.8,26,10,30,2022-05-04T05:29:03,2022-05-04T18:42:21,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42369099999,VILK,42469099999"
kanpur,2022-05-05,34.3,20,28.3,39.3,20,31.2,22.4,72,14,100,4.17,rain,0,0,42.1,22.3,5.8,1005.5,45.6,4,315.5,27.3,10,10,2022-05-05T05:28:19,2022-05-05T18:42:53,0.14,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"42369099999,VILK"
kanpur,2022-05-06,37,25.8,31.2,43.3,25.8,35.6,23.5,65.9,0,0,0,,0,0,28.8,11.2,96.1,1005,12.1,4.2,316.9,27.3,10,10,2022-05-06T05:27:37,2022-05-06T18:43:26,0.18,Clear,Clear conditions throughout the day.,clear-day,"42369099999,VILK,42469099999"
kanpur,2022-05-07,38.1,25.5,31.4,44.5,25.5,36.4,23.9,66.6,0,0,0,,0,0,25.9,13,99.9,1005.1,3.3,4.2,320.8,27.7,10,10,2022-05-07T05:26:55,2022-05-07T18:43:59,0.21,Clear,Clear conditions throughout the day.,clear-day,"42367099999,42369099999,VILK,42469099999"
kanpur,2022-05-08,38,27.4,32.4,43.6,27.3,35.7,18.5,47.9,0,0,0,,0,0,24.5,16.6,99.4,1003.4,0,10.1,323,27.9,10,10,2022-05-08T05:26:15,2022-05-08T18:44:32,0.24,Clear,Clear conditions throughout the day.,clear-day,"42369099999,VILK,remote,42469099999"
kanpur,2022-05-09,36.5,27,31.9,43.3,30.1,37.6,23.9,63.8,0,0,0,,0,0,35.3,16.6,82.9,1003.1,13.1,4.3,316.5,27.2,10,10,2022-05-09T05:25:36,2022-05-09T18:45:05,0.25,Clear,Clear conditions throughout the day.,clear-day,"42369099999,VILK,42469099999"
kanpur,2022-05-10,37,28.9,32.5,46.3,32,39.6,24.7,64.2,0,0,0,,0,0,36.4,18.4,88.9,1003,15.3,4,315.2,27.2,10,10,2022-05-10T05:24:58,2022-05-10T18:45:37,0.31,Clear,Clear conditions throughout the day.,clear-day,"42367099999,42369099999,VILK,42469099999"
kanpur,2022-05-11,37.6,25,32.6,46.6,25,38.8,24.1,62.3,0.4,100,4.17,rain,0,0,29.5,18.4,61.1,1001.5,57.7,3.8,311,26.9,10,10,2022-05-11T05:24:21,2022-05-11T18:46:10,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42369099999,VILK,42469099999"
kanpur,2022-05-12,38,28.9,32.6,49,33.4,39.8,24.8,64.8,0.4,100,4.17,rain,0,0,46.4,23.1,78.8,1000.1,28.9,3.9,317.9,27.5,10,10,2022-05-12T05:23:45,2022-05-12T18:46:43,0.37,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"42367099999,42369099999,VILK,42469099999"
kanpur,2022-05-13,41.2,28,34.1,53.5,32.6,43,25.8,64.2,0,0,0,,0,0,35.6,11.2,69.8,996.5,21.3,4.3,325.2,28,10,10,2022-05-13T05:23:10,2022-05-13T18:47:16,0.41,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"42369099999,VILK,42469099999"
kanpur,2022-05-14,42.1,29,35.1,51.8,35.8,45,26.1,63,0,0,0,,0,0,32.4,13,75.7,996.8,0,4.3,330.4,28.4,10,10,2022-05-14T05:22:37,2022-05-14T18:47:49,0.44,Clear,Clear conditions throughout the day.,clear-day,"42369099999,VILK,42469099999"
kanpur,2022-05-15,42.8,28,34,53.5,33,43.5,25.2,65.8,0,0,0,,0,0,40,17.3,82.7,998.8,6.3,5.2,332.2,28.7,10,10,2022-05-15T05:22:04,2022-05-15T18:48:22,0.47,Clear,Clear conditions throughout the day.,clear-day,"42369099999,VILK,remote,42469099999"
kanpur,2022-05-16,45.3,30,34.4,53.6,33.8,43.2,24.5,61.7,0,0,0,,0,0,27,17.6,132.3,998.6,45.9,4.7,312.4,26.9,10,10,2022-05-16T05:21:33,2022-05-16T18:48:55,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42369099999,VILK,remote"
kanpur,2022-05-17,42.4,29,35.2,50.2,34.1,40.4,21.8,51.9,0,0,0,,0,0,30.6,16.6,302.8,998.6,5.4,4.4,333.5,28.7,10,10,2022-05-17T05:21:03,2022-05-17T18:49:28,0.54,Clear,Clear conditions throughout the day.,clear-day,"42369099999,VILK,42469099999"
kanpur,2022-05-18,41,29.6,34.7,48.5,33.1,41.3,23.5,54.1,0,0,0,,0,0,37.4,24.1,60,1000.5,28.8,4.2,322,27.8,10,10,2022-05-18T05:20:34,2022-05-18T18:50:00,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42369099999,VILK,42469099999"
kanpur,2022-05-19,42.7,28.6,35.2,48.4,30.4,40.2,22,48.7,0,0,0,,0,0,28.1,11.2,314.9,1000.4,26.9,4.2,328.9,28.4,10,10,2022-05-19T05:20:07,2022-05-19T18:50:33,0.61,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"42367099999,42369099999,VILK,42469099999"
kanpur,2022-05-20,40.8,29.7,34.2,50.8,34.6,41.9,24.8,58.7,0,0,0,,0,0,32,18.4,83.6,997.9,18.7,4,327.9,28.4,10,10,2022-05-20T05:19:40,2022-05-20T18:51:05,0.64,Clear,Clear conditions throughout the day.,clear-day,"42369099999,VILK,42469099999"
kanpur,2022-05-21,40,27,33,44.2,30.8,38.2,22.9,58.7,3,100,4.17,rain,0,0,58.7,22.3,286.7,996,76.6,4,302.1,26,10,10,2022-05-21T05:19:15,2022-05-21T18:51:37,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42369099999,VILK,42469099999"
kanpur,2022-05-22,35.4,26,30.5,38.1,26,33.1,20.8,57.4,0.6,100,4.17,rain,0,0,38.5,22.3,81.5,995.8,59.5,4.1,319.6,27.5,10,10,2022-05-22T05:18:51,2022-05-22T18:52:09,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42369099999,VILK"
kanpur,2022-05-23,34.6,21,26.1,42.1,21,27.8,22.1,79.1,21,100,4.17,rain,0,0,55.4,37.1,67.6,999.1,50.5,4.1,303.8,26.3,10,30,2022-05-23T05:18:28,2022-05-23T18:52:41,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42367099999,42369099999,VILK,42469099999"
kanpur,2022-05-24,31.3,22,25.8,38.5,22,27.4,22.9,84.4,0,0,0,rain,0,0,40.3,14.8,27.4,1004.3,77.4,3.9,312.1,26.9,10,10,2022-05-24T05:18:07,2022-05-24T18:53:13,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42369099999,VILK,42469099999"
kanpur,2022-05-25,35,22.5,29.3,40.6,22.5,32.3,22.7,70,0,0,0,,0,0,22.7,9.4,307.9,1004.2,42.2,4.1,286.7,24.7,10,10,2022-05-25T05:17:47,2022-05-25T18:53:44,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42367099999,42369099999,VILK,42469099999"
kanpur,2022-05-26,37.8,24.8,31.4,41,24.8,34.9,22.4,61.8,0,0,0,,0,0,31.3,13,328.6,1002.2,34.5,4.3,323.1,27.9,10,10,2022-05-26T05:17:28,2022-05-26T18:54:15,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42367099999,42369099999,VILK,42469099999"
kanpur,2022-05-27,38,27,32.3,44.5,29.6,37.2,23.5,62.9,1,100,4.17,rain,0,0,35.3,11.2,329.4,999.3,38.1,4.2,320.3,27.7,10,10,2022-05-27T05:17:10,2022-05-27T18:54:46,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42369099999,VILK"
