name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
kanpur,2022-05-28,39,26.9,33.1,46.2,29.7,38.5,23.5,60.5,0.1,100,4.17,rain,0,0,34.9,7.9,280.2,998.1,30.8,5.1,287.5,24.8,10,10,2022-05-28T05:16:54,2022-05-28T18:55:16,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42367099999,42369099999,VILK,remote,42469099999"
kanpur,2022-05-29,35,29,31.4,44.9,33.7,39.2,25.8,72.7,0,0,0,,0,0,48.2,28.6,94.3,998.5,51.9,3.6,323.6,27.9,10,10,2022-05-29T05:16:39,2022-05-29T18:55:46,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42369099999,VILK,42469099999"
kanpur,2022-05-30,37.9,27,32.3,49.6,30.6,41.1,26.1,71.2,0,0,0,,0,0,29.9,13.9,90.3,999.6,19.2,4.2,318.7,27.5,10,10,2022-05-30T05:16:25,2022-05-30T18:56:16,0,Clear,Clear conditions throughout the day.,clear-day,"42369099999,VILK,42469099999"
kanpur,2022-05-31,40,29,34.4,51,36.1,44,26,64.1,0,0,0,,0,0,36,9.4,82,998.6,31.7,4.1,330.4,28.7,10,10,2022-05-31T05:16:13,2022-05-31T18:56:45,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42369099999,VILK"
kanpur,2022-06-01,41.3,30.8,35.6,50.2,35.9,42.1,23.1,51.6,0,0,0,,0,0,35.3,18.4,317.4,998.8,7.5,4.1,336.4,29,10,10,2022-06-01T05:16:01,2022-06-01T18:57:13,0.06,Clear,Clear conditions throughout the day.,clear-day,"42369099999,VILK"
kanpur,2022-06-02,42,28,34.4,45.9,32.1,39.2,22.3,53.6,0,0,0,,0,0,25.2,18.4,315.7,998.9,37.4,4.3,315.5,27.1,10,10,2022-06-02T05:15:51,2022-06-02T18:57:42,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42369099999,VILK,42469099999"
kanpur,2022-06-03,42,27,34.6,44.6,28.6,37.3,19.9,45.7,0,0,0,,0,0,21.2,16.6,298.8,998,47.5,4,301.4,26,9,10,2022-06-03T05:15:43,2022-06-03T18:58:09,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42369099999,VILK"
kanpur,2022-06-04,43.1,27.4,35.3,46.9,28.3,36.6,17.4,38.4,0,0,0,,0,0,29.5,13,300.9,998.1,31,4.2,326.3,28.2,10,10,2022-06-04T05:15:35,2022-06-04T18:58:36,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42369099999,VILK,42469099999"
kanpur,2022-06-05,42.3,29,34.6,47.7,30.6,38.4,20.9,47.9,0,0,0,,0,0,33.1,9.4,64.4,998.7,37.7,4,317,27.6,10,10,2022-06-05T05:15:29,2022-06-05T18:59:03,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42369099999,VILK,42469099999"
kanpur,2022-06-06,42,29,34.9,49.5,32.6,40.9,22.9,53.9,0,0,0,,0,0,20.5,13,69,998.3,10.3,4.4,334.9,28.9,10,10,2022-06-06T05:15:24,2022-06-06T18:59:29,0.23,Clear,Clear conditions throughout the day.,clear-day,"42369099999,VILK,42469099999"
kanpur,2022-06-07,43,30,35.6,51.5,34.8,41.8,23,51.8,0,0,0,,0,0,26.3,11.2,183.4,997.4,26.6,3.9,333.1,28.9,10,10,2022-06-07T05:15:20,2022-06-07T18:59:54,0.25,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"42367099999,42369099999,VILK,42469099999"
kanpur,2022-06-08,42.1,30.7,35.5,52,35,41.8,22.9,52.5,0,0,0,,0,0,31.7,22.3,307,997,27,3.4,332.2,28.8,10,10,2022-06-08T05:15:18,2022-06-08T19:00:19,0.29,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"42369099999,VILK,42469099999"
kanpur,2022-06-09,43.4,28.1,35.9,45.5,29.9,38.2,19,40.7,0,0,0,,0,0,29.5,22.3,297.8,996.6,4.7,3.9,331.6,28.8,10,10,2022-06-09T05:15:17,2022-06-09T19:00:43,0.33,Clear,Clear conditions throughout the day.,clear-day,"42369099999,VILK"
kanpur,2022-06-10,41.3,30,35.2,51,36.1,45.2,26,61.8,0,0,0,,0,0,21.6,14.8,100.3,997.1,27.4,4,302.3,26.1,10,10,2022-06-10T05:15:17,2022-06-10T19:01:06,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42369099999,VILK"
kanpur,2022-06-11,43,30.9,36.6,47.6,38.3,43.3,23,50.3,0,0,0,,0,0,29.2,20.5,261.1,997.2,11.2,4.3,333.6,28.8,10,10,2022-06-11T05:15:18,2022-06-11T19:01:28,0.39,Clear,Clear conditions throughout the day.,clear-day,"42369099999,VILK,42469099999"
kanpur,2022-06-12,42.1,30,35.9,47.4,34.1,40.8,21.9,48,0,0,0,,0,0,39.2,20.5,299.5,998.4,5.6,4.3,332,28.7,10,10,2022-06-12T05:15:20,2022-06-12T19:01:50,0.43,Clear,Clear conditions throughout the day.,clear-day,"42367099999,42369099999,VILK,42469099999"
kanpur,2022-06-13,43,31,36.5,49.8,36.1,42.8,23.1,48.3,0,0,0,,0,0,47.2,20.5,303.1,999.6,12.7,3.9,319,27.5,10,10,2022-06-13T05:15:23,2022-06-13T19:02:11,0.46,Clear,Clear conditions throughout the day.,clear-day,"42367099999,42369099999,VILK,42469099999"
kanpur,2022-06-14,42,31,36.6,51.1,35.1,42,22.3,44.8,0,0,0,,0,0,51.5,22.3,290.4,998.7,25.9,4.3,320.5,27.8,10,10,2022-06-14T05:15:28,2022-06-14T19:02:31,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"42369099999,VILK"
kanpur,2022-06-15,41.4,30,36.2,49.8,34.1,42.4,23.2,48.3,0,0,0,,0,0,39.6,22.3,295.7,998.1,39.1,4.4,292.7,25.1,10,10,2022-06-15T05:15:34,2022-06-15T19:02:50,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42367099999,42369099999,VILK,42469099999"
kanpur,2022-06-16,37,29,32.6,47.6,35.1,40.7,25.4,66.5,0,0,0,rain,0,0,46.1,22.3,235,999.5,88.2,3.5,140.9,12.3,9,30,2022-06-16T05:15:41,2022-06-16T19:03:08,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42369099999,VILK,42469099999"
kanpur,2022-06-17,39,28,33.4,47.2,32.4,40,24.3,61.4,0,0,0,rain,0,0,34.2,20.5,300.9,999.7,62.3,5.2,244.9,20.9,10,10,2022-06-17T05:15:49,2022-06-17T19:03:26,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42369099999,VILK,remote"
kanpur,2022-06-18,37,29,33.1,46,33.6,39.9,24.5,61.8,0,0,0,,0,0,34.6,14.8,292.8,1000.5,76.2,4.4,260.6,22.4,10,10,2022-06-18T05:15:58,2022-06-18T19:03:42,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42369099999,VILK,42469099999"
kanpur,2022-06-19,37,29,32.7,46,34,39.5,24.5,63.1,0,0,0,,0,0,35.3,18.4,276,1000.1,67.6,4.4,304.3,26.1,10,10,2022-06-19T05:16:08,2022-06-19T19:03:58,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42369099999,VILK,42469099999"
kanpur,2022-06-20,36.3,28,31.8,41.9,31.5,37,23.5,62.7,0,0,0,rain,0,0,24.1,14.8,279,998.7,74.3,4.4,322.8,27.7,10,10,2022-06-20T05:16:19,2022-06-20T19:04:12,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42369099999,VILK,42469099999"
kanpur,2022-06-21,36,27,29.8,44.7,29.8,35.6,24.9,75.7,3,100,4.17,rain,0,0,16.9,18.4,32.8,998.5,71.1,4,250.5,21.6,8,10,2022-06-21T05:16:31,2022-06-21T19:04:25,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42367099999,42369099999,VILK,42469099999"
kanpur,2022-06-22,38,27,32.2,48.1,30.3,40.4,25.8,70.1,0,0,0,rain,0,0,17.6,16.6,59.4,1001.7,67,4.4,293.7,25.5,10,10,2022-06-22T05:16:44,2022-06-22T19:04:38,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42369099999,VILK,42469099999"
kanpur,2022-06-23,37,29.8,32.4,48.8,36.7,41.4,26.2,71.1,0,0,0,,0,0,23.4,13,69.1,1002.2,73.6,4.2,259.6,22.5,10,10,2022-06-23T05:16:58,2022-06-23T19:04:49,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42369099999,VILK,42469099999"
kanpur,2022-06-24,39.1,29,33.8,48.2,35.6,42.5,25.7,65.1,0,0,0,,0,0,25.2,11.2,325.7,1000.2,66.5,4.2,324.1,27.8,10,10,2022-06-24T05:17:13,2022-06-24T19:04:59,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42367099999,42369099999,VILK,42469099999"
kanpur,2022-06-25,37,30,33.4,52.5,38.8,45.6,27.7,73.2,0,0,0,,0,0,27.4,16.6,110.4,998.6,70.9,4.3,247,21.1,10,10,2022-06-25T05:17:29,2022-06-25T19:05:08,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42367099999,42369099999,VILK,42469099999"
kanpur,2022-06-26,38.6,30,33.8,51.5,37.9,44.8,27,68.9,0,0,0,rain,0,0,35.3,16.6,96.4,1000.1,69.3,4.4,226.2,19.5,8,10,2022-06-26T05:17:46,2022-06-26T19:05:16,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42367099999,42369099999,VILK,42469099999"
kanpur,2022-06-27,38,30,33.4,52.9,35.9,45,27.3,71.1,0,0,0,,0,0,35.3,20.2,105.3,1001.1,78.3,4.8,185.4,16,9,10,2022-06-27T05:18:04,2022-06-27T19:05:23,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42369099999,VILK,remote"
kanpur,2022-06-28,39,28.9,32.4,52.2,35.5,43.5,27.4,75.7,0,0,0,rain,0,0,30.6,18.4,140.4,998.6,82.7,3.4,223.8,19.6,9,60,2022-06-28T05:18:23,2022-06-28T19:05:29,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42369099999,VILK,42469099999"
kanpur,2022-06-29,31.5,27,29,44.3,30.6,36.8,26.9,88.8,0,0,0,,0,0,28.8,16.6,127.3,998,92.6,3.4,227.8,19.8,7,30,2022-06-29T05:18:42,2022-06-29T19:05:33,0,Overcast,Cloudy skies throughout the day.,cloudy,"42369099999,VILK,42469099999"
kanpur,2022-06-30,27,25,26.2,31.2,25,27.9,25.4,96,53,100,12.5,rain,0,0,36.4,14.8,145.8,999.2,99.1,2.5,39.8,3.3,2,10,2022-06-30T05:19:02,2022-06-30T19:05:36,0.04,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"42369099999,VILK"
kanpur,2022-07-01,35.1,26,30.4,49.5,26,39.5,27.3,84.3,0,0,0,,0,0,19.8,7.6,169.2,999.2,88.2,3.6,281,24.3,9,30,2022-07-01T05:19:23,2022-07-01T19:05:38,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42369099999,VILK"
kanpur,2022-07-02,36.5,27.4,31.1,42.4,31.9,39,25.9,76,0.8,100,4.17,rain,0,0,21.6,10.1,98.9,997.8,88.7,8.4,190.5,16.5,9,30,2022-07-02T05:19:44,2022-07-02T19:05:39,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42369099999,VILK,remote"
kanpur,2022-07-03,38.4,28,33.7,53.6,34.2,40.7,24.3,60.8,4,100,4.17,rain,0,0,23.8,12.2,119.5,997.9,78.6,15.5,242.9,21.1,9,30,2022-07-03T05:20:07,2022-07-03T19:05:39,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42369099999,VILK,remote,42469099999"
kanpur,2022-07-04,36.8,29.1,33.4,55,36.3,45.2,27.1,71,0,0,0,,0,0,24.8,13,109.2,997.7,78.3,8.4,243.1,21,9,10,2022-07-04T05:20:30,2022-07-04T19:05:37,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42369099999,VILK,remote"
kanpur,2022-07-05,38.7,30,33.3,52.5,38.5,46.3,28.1,75.2,0,0,0,,0,0,28.8,18.7,102.7,997.9,62,5,310.5,26.8,9,10,2022-07-05T05:20:53,2022-07-05T19:05:34,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42369099999,VILK,remote,42469099999"
kanpur,2022-07-06,37.6,30.7,33.9,55,39.5,47.6,28.2,73.5,0,0,0,rain,0,0,39.6,19.4,103.7,1000.3,45.4,5,159.9,13.7,9,30,2022-07-06T05:21:18,2022-07-06T19:05:30,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42367099999,42369099999,VILK,remote,42469099999"
kanpur,2022-07-07,36.5,30,33,48.8,38.9,44.6,27.5,73.7,0,0,0,,0,0,36.4,18.4,105,1002,58.6,4.3,310.6,26.8,9,10,2022-07-07T05:21:42,2022-07-07T19:05:24,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42367099999,42369099999,VILK,42469099999"
kanpur,2022-07-08,38.1,30,34,50.8,38.8,45.9,27.4,69.5,0,0,0,rain,0,0,26.3,14.8,106.7,999.6,54.4,4.4,244.8,21.1,8,10,2022-07-08T05:22:08,2022-07-08T19:05:17,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42369099999,VILK,42469099999"
kanpur,2022-07-09,34.9,30.8,32.3,52,39.6,44.6,28,78.3,0,0,0,,0,0,34.6,22.3,89.9,998.3,76.2,4.4,197.3,16.9,8,10,2022-07-09T05:22:33,2022-07-09T19:05:09,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42369099999,VILK,42469099999"
kanpur,2022-07-10,37,29,33.4,49.5,35.8,43.4,26.5,68.6,0,0,0,,0,0,37.4,23,107.1,998.6,47.7,5.2,312.6,27.1,9,10,2022-07-10T05:23:00,2022-07-10T19:05:00,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42369099999,VILK,remote,42469099999"
kanpur,2022-07-11,39.9,30.1,34.1,50.2,37.9,45.1,26.7,66.9,0,0,0,,0,0,30.2,20.5,98.1,999,41.5,5.3,235.1,20.2,9,10,2022-07-11T05:23:26,2022-07-11T19:04:49,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42369099999,VILK,remote,42469099999"
kanpur,2022-07-12,37,30.8,33.7,51.5,39.2,45.7,27.5,70.6,0,0,0,,0,0,30.6,16.6,101.2,998.6,54.2,4.4,184.1,15.9,8,10,2022-07-12T05:23:54,2022-07-12T19:04:37,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42369099999,VILK,42469099999"
kanpur,2022-07-13,37.5,30.9,34,49.5,37.7,44.9,26.8,66.8,0,0,0,,0,0,30.2,18.4,100.7,996.9,57,4.2,183.8,15.8,8,10,2022-07-13T05:24:21,2022-07-13T19:04:23,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42369099999,VILK,42469099999"
kanpur,2022-07-14,40.1,30,34.2,49.5,35.4,44.8,26.5,66,0,0,0,rain,0,0,44.6,31,101.9,996.4,56.2,5.1,263.5,22.8,9,10,2022-07-14T05:24:49,2022-07-14T19:04:09,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42367099999,42369099999,VILK,remote,42469099999"
kanpur,2022-07-15,37.5,28.9,32.7,49.5,34.4,42.7,26.7,71.8,0,0,0,rain,0,0,46.8,27.7,109.1,998.7,56.2,4.3,270.1,23.3,9,10,2022-07-15T05:25:17,2022-07-15T19:03:53,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42367099999,42369099999,VILK"
kanpur,2022-07-16,38.7,27,31.8,49.5,30.6,41.8,26.9,77.2,8,100,4.17,rain,0,0,33.8,23.4,112.7,999.3,69.2,5.5,225.6,19.4,9,10,2022-07-16T05:25:46,2022-07-16T19:03:35,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42367099999,42369099999,VILK,remote,42469099999"
kanpur,2022-07-17,38,30,33.5,50.2,39.7,44.5,27.1,70.4,0,0,0,,0,0,36.4,14.8,94.6,1000.9,55.1,4.3,289.2,24.8,9,10,2022-07-17T05:26:15,2022-07-17T19:03:17,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42367099999,42369099999,VILK,42469099999"
kanpur,2022-07-18,37.4,30.7,33.5,50.2,37.7,43.5,26.4,66.6,0,0,0,rain,0,0,31,18.4,99.3,999.8,43,4.6,240.5,20.8,8,10,2022-07-18T05:26:44,2022-07-18T19:02:57,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42369099999,VILK,42469099999"
kanpur,2022-07-19,38,30,33.5,51.5,38.8,45.8,27.7,72.8,0,0,0,,0,0,27.4,14.8,105.1,998.6,56.7,4.1,238.6,20.5,9,10,2022-07-19T05:27:13,2022-07-19T19:02:36,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42367099999,42369099999,VILK,42469099999"
kanpur,2022-07-20,34,25,29,52,25,36.5,26.1,84.5,52,100,8.33,rain,0,0,32,19.5,124.8,999.4,93.2,3.4,139.2,12,8,60,2022-07-20T05:27:43,2022-07-20T19:02:13,0.75,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"42367099999,42369099999,VILK,42469099999"
kanpur,2022-07-21,31.5,25,27.3,42.6,25,30.6,24.5,85.3,52,100,4.17,rain,0,0,14,16.6,65.7,1001.8,94.1,3.8,182.3,15.7,8,30,2022-07-21T05:28:13,2022-07-21T19:01:49,0.75,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"42367099999,42369099999,VILK,remote,42469099999"
kanpur,2022-07-22,31,26,28.2,44.3,26,33.9,26.1,88.5,0.5,100,4.17,rain,0,0,34.6,13.7,88.2,1002.7,95.1,3.8,183,15.8,8,30,2022-07-22T05:28:43,2022-07-22T19:01:24,0.78,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"42367099999,42369099999,VILK,remote,42469099999"
kanpur,2022-07-23,34,26.8,29.8,52,30.8,39.2,27.5,87.7,14,100,12.5,rain,0,0,40.7,20.5,101.3,1001.3,86.9,3.5,184.3,15.8,8,30,2022-07-23T05:29:13,2022-07-23T19:00:58,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42369099999,VILK"
kanpur,2022-07-24,33.3,28,30.6,45.8,33.2,39.7,26.8,80.8,0,0,0,,0,0,43.6,23.8,98.2,1001.5,81.6,5.7,178.5,15.4,8,30,2022-07-24T05:29:43,2022-07-24T19:00:30,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42369099999,VILK,remote"
kanpur,2022-07-25,32.3,24,27.3,40.4,24,31.1,25.5,90.6,25.5,100,20.83,rain,0,0,39.2,20.5,113.3,1004.1,92.5,3.8,211.8,18.2,7,30,2022-07-25T05:30:13,2022-07-25T19:00:01,0.88,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"42369099999,VILK,remote,42469099999"
kanpur,2022-07-26,32.5,24.9,28.3,46.2,24.9,34.8,26.6,90.9,0,0,0,rain,0,0,28.4,14.8,116.8,1005.4,89.1,3,221.2,19.2,6,10,2022-07-26T05:30:44,2022-07-26T18:59:31,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42369099999,VILK,42469099999"
kanpur,2022-07-27,31,26.9,28.4,44.3,30.6,35.2,26.6,89.7,0,0,0,rain,0,0,15.1,11.2,135.1,1005.1,90.8,2.9,243.9,21.1,8,30,2022-07-27T05:31:14,2022-07-27T18:59:00,0.95,Overcast,Cloudy skies throughout the day.,cloudy,"42367099999,42369099999,VILK,42469099999"
kanpur,2022-07-28,30,26,27.8,40.4,26,33,26.2,90.9,1.7,100,8.33,rain,0,0,16.2,11.2,206.7,1006,89.1,3.3,234.3,20.1,9,30,2022-07-28T05:31:44,2022-07-28T18:58:27,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42369099999,VILK"
kanpur,2022-07-29,32.5,27,28.6,46.2,31.2,35.5,26.7,90.2,2,100,4.17,rain,0,0,22.7,7.6,246,1004.9,85.5,4.2,192.5,16.8,7,30,2022-07-29T05:32:15,2022-07-29T18:57:53,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42369099999,VILK,remote,42469099999"
kanpur,2022-07-30,31.1,26.8,27.7,44.3,31.1,33.5,26.8,94.6,9.8,100,8.33,rain,0,0,22.7,16.6,269.6,1003.2,91.6,2.8,210,18.2,9,30,2022-07-30T05:32:45,2022-07-30T18:57:18,0.05,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"42367099999,42369099999,VILK,42469099999"
kanpur,2022-07-31,33,27,29.3,50.4,31.2,37.6,27.1,88.7,2,100,4.17,rain,0,0,20.9,14.8,292,1000.7,88.1,3.3,228.5,19.9,9,10,2022-07-31T05:33:16,2022-07-31T18:56:42,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42367099999,42369099999,VILK,42469099999"
kanpur,2022-08-01,34,27.9,30.7,50.4,33.6,40.9,27.5,83.5,0,0,0,,0,0,24.8,18.4,272.3,1000.5,88,4,215.3,18.6,9,10,2022-08-01T05:33:46,2022-08-01T18:56:05,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42369099999,VILK,42469099999"
kanpur,2022-08-02,33,28,30,47.9,33.6,39.3,27.3,86,0,0,0,,0,0,21.2,11.2,216.6,1000.3,88.5,4.9,169.1,14.7,9,30,2022-08-02T05:34:16,2022-08-02T18:55:26,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42369099999,VILK,remote,42469099999"
kanpur,2022-08-03,33,25.9,28.4,50.4,25.9,34.9,26.8,91.3,17,100,4.17,rain,0,0,30.2,14.8,120.5,1002.1,83.2,3.2,192.3,16.5,9,30,2022-08-03T05:34:46,2022-08-03T18:54:47,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42369099999,VILK,42469099999"
kanpur,2022-08-04,34.7,26.7,29.9,50.4,26.7,38.4,27.1,86.5,6,100,8.33,rain,0,0,30.2,14.8,104.3,1002.2,90.8,6.2,208.8,17.9,9,30,2022-08-04T05:35:16,2022-08-04T18:54:06,0.23,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"42369099999,VILK,remote,42469099999"
kanpur,2022-08-05,35.1,26,30.6,52,26,38.6,26.2,79,4,100,4.17,rain,0,0,32.4,12.2,118.3,1000.8,70.7,10,238.6,20.5,9,30,2022-08-05T05:35:46,2022-08-05T18:53:24,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42369099999,VILK,remote,42469099999"
kanpur,2022-08-06,34.3,27,31.1,52,30.1,42.8,27.9,83.4,1,100,4.17,rain,0,0,17.3,24.1,120.3,998.8,89.9,6.2,246,21.3,9,30,2022-08-06T05:36:16,2022-08-06T18:52:41,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42369099999,VILK,remote"
kanpur,2022-08-07,34.3,25.1,28.4,50.4,25.1,34,26.4,89.3,14,100,4.17,rain,0,0,29.2,19.4,52.6,998.9,95.2,5.6,160,13.8,7,30,2022-08-07T05:36:46,2022-08-07T18:51:57,0.33,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"42367099999,42369099999,VILK,remote"
